source,source_record_id,country_iso3,country_name,country_inferred,inference_basis,review_flags,crop,crop_latin,variety_name,variety_aliases,variety_type,year_release,release_status,breeder,maintainer,status,ecology,notes,source_url,retrieved_at
cimmyt_maize,CKHFAW190413,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,FAWTH2003,CKHFAW190413,hybrid,2020,released,CIMMYT,,,Eastern Africa,"This hybrid is from the first generation of FAW-tolerant maize hybrids out of CIMMYT&#39;s eastern Africa product pipeline 1A (EA-PP1A). This pipeline primarily focuses on developing intermediate maturing, white grain, high-yielding maize hybrids that are drought tolerant, NUE, resistant to GLS, TLB, ear rots, and MSV, and are suitable for food use... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Fall armyworm (FAW), Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/FAWTH2003,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHFAW190411,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,FAWTH2002,CKHFAW190411,hybrid,2020,released,CIMMYT,,,Eastern Africa,"This hybrid is from the first generation of FAW-tolerant maize hybrids out of CIMMYT&#39;s eastern Africa product pipeline 1A (EA-PP1A). This pipeline primarily focuses on developing intermediate maturing, white grain, high-yielding maize hybrids that are drought tolerant, NUE, resistant to GLS, TLB, ear rots, and MSV, and are suitable for food use... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Fall armyworm (FAW), Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/FAWTH2002,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHFAW180299,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,FAWTH2001,CKHFAW180299,hybrid,2020,released,CIMMYT,,,Eastern Africa,"This hybrid is from the first generation of FAW-tolerant maize hybrids out of CIMMYT&#39;s eastern Africa product pipeline 1A (EA-PP1A). This pipeline primarily focuses on developing intermediate maturing, white grain, high-yielding maize hybrids that are drought tolerant, NUE, resistant to GLS, TLB, ear rots, and MSV, and are suitable for food use... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Fall armyworm (FAW), Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/FAWTH2001,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH190031,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM20EAPP1-01-1,CKDHH190031,hybrid,2022,released,CIMMYT,,,Eastern Africa,"CIM20EAPP1-01-1 is an intermediate-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, and MSV.
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			600-1500 masl
		
		
			
			Region
			Eastern Africa
		
		
			
			Type of product
			Three-way cross
		
		
			
			Year... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Striga, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM20EAPP1-01-1,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH190123,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM20EAPP1-01-16,CKDHH190123,hybrid,2022,released,CIMMYT,,,Eastern Africa,"CIM20EAPP1-01-16 is an intermediate-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, MSV, and striga.
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			600-1500 masl
		
		
			
			Region
			Eastern Africa
		
		
			
			Type of product
			Three-way... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Striga, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM20EAPP1-01-16,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH190125,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM20EAPP1-01-38,CKDHH190125,hybrid,2022,released,CIMMYT,,,Eastern Africa,"CIM20EAPP1-01-38 is an intermediate-maturing, high-yielding, white maize hybrid with drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, MSV, and striga.
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			600-1500 masl
		
		
			
			Region
			Eastern Africa
		
		
			
			Type of product
			Three-way... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Striga, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM20EAPP1-01-38,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH16006Q,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH16006Q,CZH16006Q,hybrid,2017,released,CIMMYT,,,Southern Africa,"Quality Protein Maize (QPM) is an affordable option for alleviating protein malnutrition and reducing animal feed costs. QPM looks and tastes the same as normal maize but contains higher levels of the essential amino acids lysine and tryptophan. Eating QPM is especially beneficial for children who survive on a maize-dominated diet. 
			
			General Information
		
		
			
			Adaptation/Agroecological... | Adaptation: Lowlands, Mid-altitudes | Biofortification: Quality Protein | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CZH16006Q,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH142087-CZH142019,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH142087,CZH142087-CZH142019,hybrid,2017,released,CIMMYT,,,Southern Africa,"CZH142087 is a high-yielding, intermediate-maturing, white-grain hybrid with drought tolerance that is nitrogen-use efficient and resistant to GLS, TLB, and ear rots, adapted for mid-altitudes of southern Africa and similar agro-ecologies.
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			800 - 1800 masl
		
		
			
			Region
			Southern... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Tar Spot Complex (TSC) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CZH142087,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15303,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15303,CZH15303,hybrid,2018,released,CIMMYT,,,Southern Africa,"CZH15303 is a high-yielding, late-maturing maize hybrid with white grain that is nitrogen-use efficient, with resistance to GLS, TLB, ear rots, rust, and MSV, suitable for food use in tropical, rainfed, dry/wet mid- and upper-altitudes in southern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			1000... | Abiotic Stress Tolerance: Nitrogen-use efficient (NUE) | Adaptation: Highlands, Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CZH15303,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15305,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15305,CZH15305,hybrid,2018,released,CIMMYT,,,Southern Africa,"CZH15305 is a high-yielding, late-maturing maize hybrid with white grain that is nitrogen-use efficient, with resistance to GLS, TLB, ear rots, rust, and MSV, suitable for food use in tropical, rainfed, dry/wet mid- and upper-altitudes in southern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			1000... | Abiotic Stress Tolerance: Nitrogen-use efficient (NUE) | Adaptation: Highlands, Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CZH15305,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15273,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15273,CZH15273,hybrid,2018,released,CIMMYT,,,Southern Africa,"&shy;




	
		
			CZH15273 is a high-yielding, late-maturing maize hybrid with white grain that is nitrogen-use efficient, with resistance to GLS, TLB, ear rots, rust, and MSV, suitable for food use in tropical, rainfed, dry/wet lower, mid- and upper-altitudes in southern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Nitrogen-use efficient (NUE) | Adaptation: Highlands, Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CZH15273,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15268,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15268,CZH15268,hybrid,2018,released,CIMMYT,,,Southern Africa,"CZH15268 is a high-yielding, late-maturing maize hybrid with white grain that is nitrogen-use efficient, with resistance to GLS, TLB, ear rots, rust, and MSV, suitable for food use in tropical, rainfed, dry/wet mid- and upper-altitudes in southern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			1000... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Highlands, Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CZH15268,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH17210Q,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH17210Q,CZH17210Q,hybrid,2018,released,CIMMYT,,,Southern Africa,"&shy;




	
		
			Quality Protein Maize (QPM) is an affordable option for alleviating protein malnutrition and reducing animal feed costs. QPM looks and tastes the same as normal maize but contains higher levels of the essential amino acids lysine and tryptophan. Eating QPM is especially beneficial for children who survive on a maize-dominated diet.... | Adaptation: Highlands, Lowlands, Mid-altitudes | Biofortification: Quality Protein | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust | Grain Color: White grain | Grain Texture: Flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CZH17210Q,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH17207Q,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH17207Q,CZH17207Q,hybrid,2018,released,CIMMYT,,,Southern Africa,"&shy;




	
		
			Quality Protein Maize (QPM) is an affordable option for alleviating protein malnutrition and reducing animal feed costs. QPM looks and tastes the same as normal maize but contains higher levels of the essential amino acids lysine and tryptophan. Eating QPM is especially beneficial for children who survive on a maize-dominated diet.... | Adaptation: Highlands, Lowlands, Mid-altitudes | Biofortification: Quality Protein | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CZH17207Q,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH17202Q,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH17202Q,CZH17202Q,hybrid,2018,released,CIMMYT,,,Southern Africa,"&shy;


	
		
			Quality Protein Maize (QPM) is an affordable option for alleviating protein malnutrition and reducing animal feed costs. QPM looks and tastes the same as normal maize but contains higher levels of the essential amino acids lysine and tryptophan. Eating QPM is especially beneficial for children who survive on a maize-dominated diet. 
			
			General... | Adaptation: Highlands, Lowlands, Mid-altitudes | Biofortification: Quality Protein | Biotic Stress Tolerance: Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CZH17202Q,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH17201Q,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH17201Q,CZH17201Q,hybrid,2018,released,CIMMYT,,,Southern Africa,"&shy;


	
		
			Quality Protein Maize (QPM) is an affordable option for alleviating protein malnutrition and reducing animal feed costs. QPM looks and tastes the same as normal maize but contains higher levels of the essential amino acids lysine and tryptophan. Eating QPM is especially beneficial for children who survive on a maize-dominated diet. 
			
			General... | Adaptation: Highlands, Lowlands, Mid-altitudes | Biofortification: Quality Protein | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CZH17201Q,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH16413,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM19SAPP2-35,CZH16413,hybrid,2021,released,CIMMYT,,,Southern Africa,"CIMMYT&#39;s southern Africa product profile 2 (SA-PP2) primarily focuses on developing high-yielding, extra-early to early-maturing maize hybrids with white grain that are drought tolerant and NUE, with resistance to GLS, MSV, and TLB, suitable for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM19SAPP2-35,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH17098,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM20SAPP1B-15,CZH17098,hybrid,2021,released,CIMMYT,,,Southern Africa,"CIMMYT&#39;s southern Africa product profile 1B (SAPP-1B) primarily focuses on developing high-yielding, late-maturing maize hybrids with white grain that are drought tolerant and NUE, with resistance to GLS, TLB, ear rots, and MSV, suitable for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CIM20SAPP1B-15,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH16278,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM19SAPP1A-24,CZH16278,hybrid,2021,released,CIMMYT,,,Southern Africa,"CIMMYT&#39;s southern Africa product profile 1A (SAPP-1A) primarily focuses on developing high-yielding, intermediate-maturing maize hybrids with white grain, drought tolerance that are NUE and resistant to GLS, TLB, ear rots, and MSV, suitable for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM19SAPP1A-24,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH16277,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM19SAPP1A-23,CZH16277,hybrid,2021,released,CIMMYT,,,Southern Africa,"CIMMYT&#39;s southern Africa product profile 1A (SAPP-1A) primarily focuses on developing high-yielding, intermediate-maturing maize hybrids with white grain, drought tolerance that are NUE and resistant to GLS, TLB, ear rots, and MSV, suitable for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM19SAPP1A-23,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15222,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15222,CZH15222,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15222 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15222,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15229,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15229,CZH15229,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15229 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15229,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15227,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15227,CZH15227,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15227 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15227,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15219,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15219,CZH15219,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15219 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15219,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15221,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15221,CZH15221,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15221 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15221,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15198,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15198,CZH15198,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15198 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15198,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15195,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15195,CZH15195,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15195 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15195,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15194,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15194,CZH15194,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15194 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15194,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15188,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15188,CZH15188,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15188 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15188,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15184,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15184,CZH15184,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15184 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is NUE and resistant to GLS and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15184,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15182,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15182,CZH15182,hybrid,2016,released,CIMMYT,,,Southern Africa,"CZH15182 is an early-maturing, white, high-yielding, drought-tolerant maize hybrid that is resistant to rust, GLS, and TLB, and bred for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CZH15182,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH15009,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CZH15009,CZH15009,hybrid,2017,released,CIMMYT,,,Southern Africa,"CZH15009 is an early-maturing, white-grain maize hybrid with good yield, even under low N stress. It also has good resistance to TLB, GLS, and rust. 
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			600-1500 masl
		
		
			
			Region
			Southern Africa
		
		
			
			Type of product
			Three-way cross hybrid
		
		
			
			
			
			Year... | Abiotic Stress Tolerance: Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CZH15009,2026-05-19T21:02:27+00:00
